Frame,Sensor,Position X,Position Y,Position Z,Quaternion W,Quaternion X,Quaternion Y,Quaternion Z
46,Ground,-4.924593448638916,13.134387969970703,-2.060485363006592,0.8937868475914001,0.42315542697906494,-0.06359071284532547,-0.13431599736213684
47,Ground,-4.911712646484375,13.1835298538208,-2.063976287841797,0.8963565230369568,0.42470356822013855,-0.05445108935236931,-0.11492152512073517
48,Ground,-4.902392387390137,13.233514785766602,-2.067410469055176,0.898306667804718,0.4259656071662903,-0.04614333063364029,-0.09731034189462662
49,Ground,-4.893069744110107,13.283513069152832,-2.070845603942871,0.8998884558677673,0.42711833119392395,-0.03779841214418411,-0.07963684946298599
50,Ground,-4.887554168701172,13.33403491973877,-2.0742039680480957,0.9010463953018188,0.42806145548820496,-0.02997269481420517,-0.06309091299772263
51,Ground,-4.882828235626221,13.384684562683105,-2.077547550201416,0.9018735885620117,0.4288875460624695,-0.022230850532650948,-0.04674748703837395
52,Ground,-4.879711627960205,13.43540096282959,-2.0808534622192383,0.9023827314376831,0.4295845031738281,-0.01465578842908144,-0.03078586608171463
53,Ground,-4.879356384277344,13.486272811889648,-2.0840954780578613,0.9026005864143372,0.43013665080070496,-0.007384604774415493,-0.015495887957513332
54,Ground,-4.879001617431641,13.537130355834961,-2.087337017059326,0.9025417566299438,0.4306023120880127,-9.316541400039569e-05,-0.0001952745660673827
55,Ground,-4.882317543029785,13.587888717651367,-2.0904855728149414,0.9022596478462219,0.43091362714767456,0.006691116373986006,0.014010057784616947
56,Ground,-4.8860063552856445,13.63862133026123,-2.093623161315918,0.9017460346221924,0.4311424195766449,0.013436535373330116,0.028102878481149673
57,Ground,-4.89134407043457,13.689192771911621,-2.096717357635498,0.9010360836982727,0.4312673509120941,0.019983578473329544,0.0417511910200119
58,Ground,-4.898731231689453,13.739529609680176,-2.09975528717041,0.9001630544662476,0.4312882423400879,0.026271922513842583,0.05483343079686165
59,Ground,-4.906118392944336,13.789867401123047,-2.1027936935424805,0.8990868330001831,0.4312424957752228,0.03257270157337189,0.06791002303361893
60,Ground,-4.916896820068359,13.839607238769531,-2.1057395935058594,0.8979000449180603,0.43107864260673523,0.0385819636285305,0.08036293834447861
61,Ground,-4.927730560302734,13.889322280883789,-2.1086835861206055,0.8965308666229248,0.43085235357284546,0.044593218713998795,0.09279094636440277
62,Ground,-4.940279960632324,13.938621520996094,-2.111581325531006,0.8950165510177612,0.4305383265018463,0.050520338118076324,0.10502326488494873
63,Ground,-4.954387187957764,13.987496376037598,-2.1144347190856934,0.8933630585670471,0.43014153838157654,0.05636424943804741,0.11706317961215973
64,Ground,-4.968696594238281,14.036337852478027,-2.1172842979431152,0.8915373086929321,0.42968031764030457,0.06221707910299301,0.12909331917762756
65,Ground,-4.985963821411133,14.084206581115723,-2.1200528144836426,0.88957279920578,0.4290887117385864,0.06806249171495438,0.14110498130321503
66,Ground,-5.003236293792725,14.132089614868164,-2.1228222846984863,0.8874344229698181,0.4284365177154541,0.07391300052404404,0.15309840440750122
67,Ground,-5.022398948669434,14.179222106933594,-2.1255459785461426,0.8850613236427307,0.427623450756073,0.07998661696910858,0.16555002331733704
68,Ground,-5.042834758758545,14.225831031799316,-2.1282382011413574,0.8824552297592163,0.4266752600669861,0.08620746433734894,0.17829538881778717
69,Ground,-5.063724994659424,14.272237777709961,-2.130922317504883,0.8796165585517883,0.4256269335746765,0.09251698106527328,0.19119906425476074
70,Ground,-5.087586402893066,14.317209243774414,-2.1335511207580566,0.8763213753700256,0.42429980635643005,0.0994042307138443,0.20530307292938232
71,Ground,-5.111440181732178,14.362168312072754,-2.1361794471740723,0.872785210609436,0.42288661003112793,0.10628331452608109,0.219355508685112
72,Ground,-5.137770175933838,14.40570068359375,-2.138763904571533,0.8688355088233948,0.42127346992492676,0.11348030716180801,0.23404207825660706
73,Ground,-5.165235996246338,14.448535919189453,-2.1413254737854004,0.8645380735397339,0.41951096057891846,0.12081339955329895,0.24897506833076477
74,Ground,-5.1935529708862305,14.49081039428711,-2.1438703536987305,0.8596855998039246,0.41747844219207764,0.12858977913856506,0.2647964060306549
75,Ground,-5.22460412979126,14.531145095825195,-2.146353244781494,0.8535460233688354,0.41475558280944824,0.13781903684139252,0.2836246192455292
76,Ground,-5.255663871765137,14.571491241455078,-2.148837089538574,0.846962034702301,0.4118697941303253,0.1470203995704651,0.30233022570610046
77,Ground,-5.290465831756592,14.608519554138184,-2.151272773742676,0.8351295590400696,0.4062664210796356,0.1622162014245987,0.333454966545105
78,Ground,-5.326616287231445,14.644379615783691,-2.1536927223205566,0.820122241973877,0.3992188572883606,0.17940765619277954,0.3685603141784668
79,Ground,-5.364961624145508,14.677253723144531,-2.156083583831787,0.8001427054405212,0.3899174928665161,0.19966118037700653,0.4097211956977844
80,Ground,-5.409822463989258,14.701363563537598,-2.1583914756774902,0.7665221691131592,0.3743245005607605,0.2289935052394867,0.4689210057258606
81,Ground,-5.45466947555542,14.725465774536133,-2.1606979370117188,0.7281768918037415,0.3568877875804901,0.2575179934501648,0.525427520275116
82,Ground,-5.505170822143555,14.730775833129883,-2.162621021270752,0.6880859732627869,0.3386901319026947,0.28340476751327515,0.5757676959037781
83,Ground,-5.555903911590576,14.735261917114258,-2.1645259857177734,0.6443694829940796,0.3188992440700531,0.3082911968231201,0.622934877872467
84,Ground,-5.606438159942627,14.73138427734375,-2.1661787033081055,0.6211756467819214,0.30837616324424744,0.3203546106815338,0.6453045010566711
85,Ground,-5.656872749328613,14.724224090576172,-2.167731761932373,0.6066802144050598,0.30178114771842957,0.3275429606437683,0.658470094203949
86,Ground,-5.707376480102539,14.717483520507812,-2.169297218322754,0.6027440428733826,0.300031840801239,0.32948222756385803,0.6619078516960144
87,Ground,-5.757969379425049,14.711568832397461,-2.1708860397338867,0.6196600794792175,0.30786558985710144,0.3212338387966156,0.6465671062469482
88,Ground,-5.808562755584717,14.70565414428711,-2.1724743843078613,0.6361531019210815,0.31549736857414246,0.3128398358821869,0.6307946443557739
89,Ground,-5.8592529296875,14.710180282592773,-2.1743149757385254,0.6690762639045715,0.33079373836517334,0.2949540913105011,0.5965858101844788
90,Ground,-5.9099321365356445,14.715205192565918,-2.1761674880981445,0.7007461786270142,0.3455597460269928,0.2760410010814667,0.5597720146179199
91,Ground,-5.958437442779541,14.72920036315918,-2.1781396865844727,0.7281447649002075,0.3584846556186676,0.2580412030220032,0.5241265296936035
92,Ground,-6.005727767944336,14.74804973602295,-2.180176258087158,0.7525210380554199,0.370143324136734,0.24041670560836792,0.4887799024581909
93,Ground,-6.051943778991699,14.769105911254883,-2.182216167449951,0.7717629075050354,0.3794993460178375,0.22515961527824402,0.45789241790771484
94,Ground,-6.095338821411133,14.795782089233398,-2.1842637062072754,0.7816168665885925,0.38444453477859497,0.2167956531047821,0.4407687187194824
95,Ground,-6.138720989227295,14.82244873046875,-2.1863107681274414,0.7910619378089905,0.38923463225364685,0.20835265517234802,0.42344608902931213
96,Ground,-6.181070804595947,14.850738525390625,-2.1883254051208496,0.7945817708969116,0.3911581039428711,0.2050940841436386,0.41661927103996277
97,Ground,-6.223171234130859,14.879413604736328,-2.1903324127197266,0.7967119812965393,0.39241117238998413,0.20308956503868103,0.41233259439468384
98,Ground,-6.26519250869751,14.908180236816406,-2.1923232078552246,0.7983297109603882,0.3934217095375061,0.2015492171049118,0.4089828133583069
99,Ground,-6.307089805603027,14.937162399291992,-2.1942830085754395,0.7989584803581238,0.39395201206207275,0.20094925165176392,0.40753719210624695
100,Ground,-6.348974227905273,14.96613597869873,-2.196241855621338,0.7995826601982117,0.3944813013076782,0.20034994184970856,0.40609362721443176
101,Ground,-6.390590667724609,14.995519638061523,-2.1981582641601562,0.8001654744148254,0.3950011730194092,0.19978734850883484,0.4047151505947113
102,Ground,-6.4321393966674805,15.024946212768555,-2.2000670433044434,0.8007383942604065,0.39551854133605957,0.19923099875450134,0.40334877371788025
103,Ground,-6.473636627197266,15.054496765136719,-2.2019553184509277,0.801033079624176,0.39590635895729065,0.19894500076770782,0.40252330899238586
104,Ground,-6.515011787414551,15.084192276000977,-2.2038111686706543,0.8009323477745056,0.3961081802845001,0.19904741644859314,0.40247467160224915
105,Ground,-6.556399822235107,15.113897323608398,-2.2056679725646973,0.8008313179016113,0.39631012082099915,0.199149951338768,0.4024260938167572
106,Ground,-6.597923278808594,15.143396377563477,-2.2074689865112305,0.7999948263168335,0.3961719274520874,0.19997599720954895,0.4038139879703522
107,Ground,-6.639467239379883,15.172893524169922,-2.2092676162719727,0.7991116046905518,0.39601245522499084,0.200845405459404,0.40528494119644165
108,Ground,-6.681172847747803,15.202131271362305,-2.211033821105957,0.7979851365089417,0.3957466185092926,0.2019491344690323,0.4072110950946808
109,Ground,-6.723078727722168,15.231107711791992,-2.2127671241760254,0.7965908050537109,0.3953642249107361,0.2033074051141739,0.4096294343471527
110,Ground,-6.764980792999268,15.260064125061035,-2.2144980430603027,0.7951778173446655,0.3949742615222931,0.20467619597911835,0.41206225752830505
111,Ground,-6.807369232177734,15.28833293914795,-2.216157913208008,0.7933556437492371,0.3944108784198761,0.2064276486635208,0.41522830724716187
112,Ground,-6.84974479675293,15.316593170166016,-2.2178173065185547,0.7915133833885193,0.3938400447368622,0.20818504691123962,0.4183964133262634
113,Ground,-6.8924713134765625,15.344346046447754,-2.2194318771362305,0.7893348336219788,0.39312827587127686,0.21024440228939056,0.42213505506515503
114,Ground,-6.935456275939941,15.37167739868164,-2.2210092544555664,0.7868714928627014,0.3922978341579437,0.21254920959472656,0.42633146047592163
115,Ground,-6.97852897644043,15.398894309997559,-2.222578525543213,0.7842868566513062,0.3914199769496918,0.21494221687316895,0.4306790232658386
116,Ground,-7.022313594818115,15.424930572509766,-2.224058151245117,0.7808541059494019,0.3901963233947754,0.21807734668254852,0.43641263246536255
117,Ground,-7.066098690032959,15.450967788696289,-2.2255373001098633,0.7773768901824951,0.388949990272522,0.2212086021900177,0.4421197474002838
118,Ground,-7.110555648803711,15.47585678100586,-2.226938247680664,0.77325439453125,0.38744062185287476,0.22486253082752228,0.4487808346748352
119,Ground,-7.155383586883545,15.500062942504883,-2.2282919883728027,0.76871657371521,0.38575756549835205,0.22881543636322021,0.4559709131717682
120,Ground,-7.200413227081299,15.523908615112305,-2.2296223640441895,0.7640076279640198,0.3839965760707855,0.2328449934720993,0.46327343583106995
121,Ground,-7.246389865875244,15.545862197875977,-2.2308292388916016,0.7587125301361084,0.38198548555374146,0.23728977143764496,0.4713130295276642
122,Ground,-7.2923665046691895,15.567815780639648,-2.2320361137390137,0.7533283233642578,0.37992721796035767,0.24172261357307434,0.4792931079864502
123,Ground,-7.339130401611328,15.588043212890625,-2.233133316040039,0.7469061613082886,0.37743160128593445,0.24689671397209167,0.48858827352523804
124,Ground,-7.38623046875,15.60751724243164,-2.2341833114624023,0.7399435043334961,0.37469688057899475,0.25237712264060974,0.49838903546333313
125,Ground,-7.43365478515625,15.626077651977539,-2.235177993774414,0.731844425201416,0.37147772312164307,0.25859180092811584,0.5094490051269531
126,Ground,-7.482073783874512,15.642013549804688,-2.236016273498535,0.7205845713615417,0.36692696809768677,0.26696011424064636,0.5242660045623779
127,Ground,-7.530478477478027,15.65794563293457,-2.236854076385498,0.7090171575546265,0.36219823360443115,0.2752596139907837,0.5388314127922058
128,Ground,-7.580198764801025,15.668917655944824,-2.2374043464660645,0.6908254027366638,0.35467374324798584,0.287763386964798,0.5604989528656006
129,Ground,-7.630200386047363,15.678755760192871,-2.237888813018799,0.6704590320587158,0.34609678387641907,0.30103427171707153,0.5831637978553772
130,Ground,-7.680502414703369,15.685419082641602,-2.23818302154541,0.6427848935127258,0.3342340588569641,0.3179934620857239,0.6115515828132629
131,Ground,-7.731447219848633,15.684601783752441,-2.2380294799804688,0.5976458787918091,0.3143429160118103,0.34334254264831543,0.65278160572052
132,Ground,-7.78242301940918,15.683783531188965,-2.237875461578369,0.5499013066291809,0.29248446226119995,0.3673827648162842,0.6907179355621338
133,Ground,-7.828885555267334,15.664424896240234,-2.2365689277648926,0.45475226640701294,0.24676379561424255,0.40814146399497986,0.7521493434906006
134,Ground,-7.874597549438477,15.641908645629883,-2.2350659370422363,0.34542757272720337,0.19090211391448975,0.4444361627101898,0.8041844964027405
135,Ground,-7.901577949523926,15.601312637329102,-2.232433319091797,0.23701545596122742,0.13275550305843353,0.47030073404312134,0.8396528363227844
136,Ground,-7.922649383544922,15.554986000061035,-2.229442596435547,0.12800340354442596,0.07230391353368759,0.4864771366119385,0.8612359166145325
137,Ground,-7.931674957275391,15.50587272644043,-2.226269245147705,0.05800526589155197,0.032860592007637024,0.49181318283081055,0.8681448101997375
138,Ground,-7.9333038330078125,15.455025672912598,-2.2229819297790527,0.012408138252794743,0.007036203984171152,0.49322372674942017,0.8697855472564697
139,Ground,-7.934223651885986,15.404202461242676,-2.2196907997131348,0.02993582747876644,0.01697774976491928,-0.4930307865142822,-0.8693309426307678
140,Ground,-7.929101943969727,15.353605270385742,-2.2163710594177246,0.045564353466033936,0.025849170982837677,-0.4927593767642975,-0.86858731508255
141,Ground,-7.923979759216309,15.303009033203125,-2.2130513191223145,0.06116006150841713,0.034703612327575684,-0.4922885298728943,-0.8675869703292847
142,Ground,-7.917427062988281,15.252578735351562,-2.209705352783203,0.07158022373914719,0.040630076080560684,-0.4919624924659729,-0.8667170405387878
143,Ground,-7.909792423248291,15.202301025390625,-2.206340789794922,0.07808239012956619,0.04434271529316902,-0.49182698130607605,-0.8660503029823303
144,Ground,-7.902013301849365,15.152032852172852,-2.2029685974121094,0.08399397879838943,0.047725070267915726,-0.49170827865600586,-0.8653845191001892
145,Ground,-7.893216133117676,15.101951599121094,-2.1995439529418945,0.08572699129581451,0.04875357449054718,-0.4919448792934418,-0.8650226593017578
146,Ground,-7.8844194412231445,15.051868438720703,-2.196119785308838,0.08745776861906052,0.04978271573781967,-0.49218010902404785,-0.864656925201416
147,Ground,-7.8757829666137695,15.001747131347656,-2.192615509033203,0.08669140934944153,0.04940776526927948,-0.49268388748168945,-0.8644686937332153
148,Ground,-7.86722993850708,14.951626777648926,-2.1890735626220703,0.08470647782087326,0.04834454879164696,-0.4933185875415802,-0.8643636107444763
149,Ground,-7.858901023864746,14.901459693908691,-2.185495376586914,0.0824841633439064,0.04714241251349449,-0.49396273493766785,-0.8642770648002625
150,Ground,-7.851347923278809,14.851195335388184,-2.181800365447998,0.07945776730775833,0.04547563195228577,-0.49463900923728943,-0.864263117313385
151,Ground,-7.843792915344238,14.800915718078613,-2.1781039237976074,0.07642854750156403,0.0438028983771801,-0.4953131675720215,-0.86423659324646
152,Ground,-7.8369011878967285,14.750561714172363,-2.1743202209472656,0.06785202026367188,0.03897560387849808,-0.4965663552284241,-0.864464521408081
153,Ground,-7.830177307128906,14.70016860961914,-2.1705126762390137,0.057847294956445694,0.03330983594059944,-0.4978943467140198,-0.8646649122238159
154,Ground,-7.824820518493652,14.649690628051758,-2.1666154861450195,0.03918101638555527,0.022655874490737915,-0.5000619888305664,-0.8648061156272888
155,Ground,-7.82346248626709,14.598898887634277,-2.1624526977539062,0.0048819128423929214,0.0028476822189986706,0.5038498044013977,0.8637728691101074
156,Ground,-7.822104454040527,14.54812240600586,-2.1582908630371094,0.04889528080821037,0.028738493099808693,0.5058975219726562,0.860727071762085
157,Ground,-7.835694313049316,14.50029468536377,-2.1534414291381836,0.1474313586950302,0.08797639608383179,0.5048195719718933,0.8459795117378235
158,Ground,-7.855922698974609,14.453797340393066,-2.1482887268066406,0.26844555139541626,0.16170509159564972,0.4899985194206238,0.8134432435035706
159,Ground,-7.893215179443359,14.425220489501953,-2.1432442665100098,0.419260710477829,0.25310754776000977,0.45060214400291443,0.7464012503623962
160,Ground,-7.940677642822266,14.40737533569336,-2.13826847076416,0.5785210132598877,0.34225016832351685,0.37698233127593994,0.637230396270752
161,Ground,-7.987987041473389,14.422449111938477,-2.1348323822021484,0.7000572085380554,0.404792845249176,0.29447075724601746,0.509263813495636
162,Ground,-8.03315258026123,14.443603515625,-2.1317567825317383,0.7937493920326233,0.44282135367393494,0.20315076410770416,0.36414414644241333
163,Ground,-8.057705879211426,14.488265991210938,-2.130509853363037,0.8375993967056274,0.45761898159980774,0.14304488897323608,0.26182109117507935
164,Ground,-8.082252502441406,14.532915115356445,-2.129263401031494,0.8689418435096741,0.46329763531684875,0.08188964426517487,0.15358884632587433
165,Ground,-8.090473175048828,14.582974433898926,-2.1290087699890137,0.8768747448921204,0.4637078642845154,0.05925321206450462,0.11204823106527328
166,Ground,-8.097299575805664,14.633495330810547,-2.1288390159606934,0.882039487361908,0.463263601064682,0.039981257170438766,0.07612307369709015
167,Ground,-8.103507995605469,14.684072494506836,-2.12868595123291,0.8845310807228088,0.46260252594947815,0.027820603922009468,0.053195104002952576
168,Ground,-8.108633041381836,14.734790802001953,-2.1285624504089355,0.8844186663627625,0.4627539813518524,0.028056273236870766,0.053621336817741394
169,Ground,-8.11375617980957,14.785510063171387,-2.128438949584961,0.8843059539794922,0.4629053473472595,0.02829211764037609,0.054047517478466034
170,Ground,-8.120460510253906,14.836010932922363,-2.1282143592834473,0.8841173648834229,0.4629858732223511,0.029269112274050713,0.05589226260781288
171,Ground,-8.12747573852539,14.886505126953125,-2.127969264984131,0.8839091062545776,0.4630502164363861,0.03039121814072132,0.05801331251859665
172,Ground,-8.134190559387207,14.937023162841797,-2.127748966217041,0.8839443922042847,0.4630042016506195,0.030318137258291245,0.057881876826286316
173,Ground,-8.140456199645996,14.987615585327148,-2.127565383911133,0.8843454718589783,0.4627884328365326,0.028430983424186707,0.05432895943522453
174,Ground,-8.146719932556152,15.038192749023438,-2.127382278442383,0.8847320675849915,0.46256473660469055,0.02654760330915451,0.05077672004699707
175,Ground,-8.151910781860352,15.088890075683594,-2.1272807121276855,0.8850011825561523,0.46237608790397644,0.02528347074985504,0.04839329794049263
176,Ground,-8.157044410705566,15.139608383178711,-2.127183437347412,0.8852584362030029,0.4621862769126892,0.024054832756519318,0.04607393965125084
177,Ground,-8.16213321685791,15.190333366394043,-2.12709903717041,0.8854086399078369,0.46203741431236267,0.023466793820261955,0.04496973007917404
178,Ground,-8.167171478271484,15.241048812866211,-2.1270289421081543,0.8854466676712036,0.46193641424179077,0.023580366745591164,0.045199207961559296
179,Ground,-8.172211647033691,15.291765213012695,-2.1269593238830566,0.8854843974113464,0.4618350863456726,0.023696376010775566,0.04543347284197807
180,Ground,-8.177506446838379,15.34246826171875,-2.126904010772705,0.8854981660842896,0.46172231435775757,0.02404879406094551,0.04612115025520325
181,Ground,-8.18280029296875,15.393156051635742,-2.1268491744995117,0.8855114579200745,0.4616090953350067,0.024400979280471802,0.04680875316262245
182,Ground,-8.18818473815918,15.443851470947266,-2.1268091201782227,0.8855369091033936,0.46148085594177246,0.02471388503909111,0.04742354154586792
183,Ground,-8.193642616271973,15.494523048400879,-2.1267805099487305,0.8855724334716797,0.46134015917778015,0.024994470179080963,0.047978516668081284
184,Ground,-8.199117660522461,15.545207977294922,-2.1267552375793457,0.8856062293052673,0.4611988961696625,0.02528732642531395,0.04855739325284958
185,Ground,-8.204766273498535,15.59585952758789,-2.126755714416504,0.8856239914894104,0.46105414628982544,0.025707107037305832,0.04937995597720146
186,Ground,-8.210416793823242,15.646526336669922,-2.126756191253662,0.8856409788131714,0.4609089493751526,0.026126865297555923,0.05020302161574364
187,Ground,-8.216259002685547,15.697139739990234,-2.126771926879883,0.8856400847434998,0.4607609510421753,0.026677319779992104,0.05127713829278946
188,Ground,-8.222223281860352,15.747783660888672,-2.126797676086426,0.885627269744873,0.4606104791164398,0.027307190001010895,0.05250421538949013
189,Ground,-8.228249549865723,15.79837417602539,-2.1268272399902344,0.8856096863746643,0.46045681834220886,0.027965201064944267,0.0537862703204155
190,Ground,-8.234628677368164,15.84895133972168,-2.126877784729004,0.8855739831924438,0.46028876304626465,0.028775373473763466,0.05536247044801712
191,Ground,-8.241004943847656,15.89951229095459,-2.1269283294677734,0.8855353593826294,0.4601193964481354,0.02958504855632782,0.05693870782852173
192,Ground,-8.2477388381958,15.950042724609375,-2.126997947692871,0.8854801654815674,0.45993369817733765,0.0305264201015234,0.058770518749952316
193,Ground,-8.25462818145752,16.000553131103516,-2.127075672149658,0.8854149580001831,0.45973947644233704,0.03152479603886604,0.06071379408240318
194,Ground,-8.2616605758667,16.051027297973633,-2.12716007232666,0.8853394389152527,0.45953747630119324,0.032573845237493515,0.06275638937950134
195,Ground,-8.269172668457031,16.10144805908203,-2.1272664070129395,0.8852386474609375,0.4593140780925751,0.03379089757800102,0.06512538343667984
196,Ground,-8.276684761047363,16.151866912841797,-2.127373218536377,0.885131299495697,0.459087610244751,0.035007670521736145,0.06749559938907623
197,Ground,-8.284770011901855,16.202167510986328,-2.1275033950805664,0.8849925398826599,0.4588344395160675,0.036414969712495804,0.07023660838603973
198,Ground,-8.293035507202148,16.252487182617188,-2.127641201019287,0.8848370313644409,0.45856958627700806,0.0378803014755249,0.0730922743678093
199,Ground,-8.301568031311035,16.302715301513672,-2.127788543701172,0.8846586346626282,0.4582860469818115,0.03944329544901848,0.0761399045586586
200,Ground,-8.310726165771484,16.352867126464844,-2.127959728240967,0.884437084197998,0.4579635262489319,0.04123096168041229,0.07962685078382492
