seconds_elapsed,east,north,up,yaw,qx,qy,qz,qw,roll,pitch
12.502205322265626,0.0,0.0,0.0,-34.65392717399413,-0.042519676297769,0.0479227010029013,0.2954755071495301,-0.9531997323397768,6.293419979014304,-3.7976379656371106
12.51223046875,6.978117561590753e-07,-4.890910566126198e-06,-6.5586664210586024e-06,-34.64830936886081,-0.0425301496185854,0.0478609016517757,0.2954329630834665,-0.9532155807585972,6.292256352832326,-3.7908123920480326
12.52225634765625,1.2774862227959302e-06,-2.068677283583711e-05,-2.360940268318239e-05,-34.640417266304176,-0.0425587370512588,0.0477682805817214,0.2953732468022552,-0.953237463384766,6.291943240065845,-3.7801152196466257
12.532281494140625,1.8536272864160336e-06,-4.849459904608518e-05,-4.8622149833193646e-05,-34.62888834414347,-0.0426174180660893,0.0476821070707358,0.2952819225029575,-0.953267443078586,6.295031052423523,-3.7693023805307093
12.5423076171875,5.603967887753918e-06,-8.729847281196554e-05,-8.232313421255052e-05,-34.61980707249281,-0.0426560318110096,0.0476104586385437,0.2952104825490282,-0.9532913622343516,6.29650146445379,-3.76063017817102
12.552333251953126,1.3061458390657247e-05,-0.00013225166274735602,-0.00012203435799715624,-34.6127787715247,-0.0426579489368016,0.0475664833618627,0.2951550916542971,-0.95331061866721,6.294970606251925,-3.7561275446899347
12.562358642578126,1.9140134803801727e-05,-0.00017954671083574662,-0.0001574548026083513,-34.60565484140517,-0.0426331006642811,0.0475171407120078,0.2951000135654046,-0.9533312647088384,6.290320310979222,-3.7519502462399967
12.572384521484375,2.3161085705164005e-05,-0.00023061901710265555,-0.00018059695788405074,-34.599674559891795,-0.04259076683598,0.0474748939472347,0.2950544149805382,-0.9533493926936704,6.284035670461969,-3.7490816346479634
12.582409423828125,2.8588585111475497e-05,-0.00028390049769882943,-0.00019321035553405646,-34.59357187663976,-0.0425151752597036,0.0474436314686151,0.2950078864058025,-0.953368721810492,6.274480380280792,-3.7485527834035395
12.592435546875,3.353878832849155e-05,-0.00033586625785797395,-0.00019749021598545766,-34.58783565660364,-0.0423658807056576,0.0474239381039359,0.2949655454317378,-0.9533894776528046,6.257258625456324,-3.7517735341507628
12.60246142578125,3.8971671891428315e-05,-0.00038551499040711466,-0.00018790276524662493,-34.58315960032726,-0.0422188126407902,0.0474094082032354,0.2949316077861008,-0.9534072372032992,6.240492462493316,-3.7554256247335736
12.612486328125,5.003921903853616e-05,-0.0004327977318235638,-0.00015943396379118705,-34.58178631424724,-0.0421307881650048,0.0473945573112669,0.2949236351636566,-0.953414316551601,6.230292614932985,-3.756858078811011
12.622512451171875,6.440247186287222e-05,-0.000476877510615861,-0.00011892086581736426,-34.584755577364504,-0.0421654042536626,0.0474059363748554,0.2949466221197372,-0.9534050841925876,6.2345731815984955,-3.7567699905205165
12.632537353515623,7.156278065792293e-05,-0.0005195773356013023,-7.81309093548914e-05,-34.59077249519034,-0.0422767042839357,0.0474614750280928,0.2949896929811841,-0.9533840706385304,6.2488719989493955,-3.758757274367043
12.642563232421876,6.845500465169711e-05,-0.0005623299062574807,-4.3535638929895735e-05,-34.59791674724104,-0.0423524956597934,0.0475137094481679,0.2950433583692415,-0.9533614946291024,6.259203876472422,-3.7615244587705714
12.652588623046874,6.0713646912335176e-05,-0.000602883700989412,-1.166946234503142e-05,-34.606575305578964,-0.0423898857831749,0.0475444402907706,0.2951122633930356,-0.9533369583863334,6.264639589639015,-3.7631526993579105
12.662614501953126,5.2622717219544916e-05,-0.0006389332690618267,3.0114970865125544e-05,-34.61871054682391,-0.0424441997297251,0.0475781320429908,0.2952094628224914,-0.9533027671915264,6.272145565263084,-3.764339973575502
12.672640625,4.550221844675665e-05,-0.0006678265822635124,9.046870314232392e-05,-34.6328428883252,-0.0425392489285901,0.0476149081228553,0.2953219581336019,-0.9532619012182136,6.284286527332516,-3.7643707528290347
12.68266552734375,3.6525425148660445e-05,-0.000692521645739719,0.00016306834685026288,-34.647210216856294,-0.0426285615320976,0.0476361607758612,0.2954377048022005,-0.9532210371832004,6.295273034123523,-3.7628781473891535
12.69269140625,2.1719731715246194e-05,-0.0007163184624413373,0.00023784277103928742,-34.6591768670932,-0.0427019190705161,0.0476159588931897,0.2955369631702706,-0.9531879156920058,6.30300616507594,-3.757510000004645
12.70271630859375,2.0345587520644853e-06,-0.000736533187284867,0.00031533186015243075,-34.66847153837557,-0.0427655809884057,0.0475841046941581,0.2956150545006702,-0.9531624551773932,6.309188262722323,-3.7513399113531958
12.712742431640624,-1.733884746620946e-05,-0.0007513064131035704,0.00039852738539165774,-34.67704938287494,-0.0428494275775237,0.0475336184803029,0.2956880149659251,-0.9531385607934676,6.316915819185965,-3.7424779403211144
12.722768310546876,-3.336628313961577e-05,-0.000760428220052196,0.00048691350405465994,-34.68673546009048,-0.0429703784381224,0.0474989918159293,0.2957680365660791,-0.9531100434616744,6.329288913219652,-3.734030516406702
12.73279345703125,-5.0831077795996135e-05,-0.0007621602909832103,0.0005800584318749145,-34.69572744600452,-0.0431306934639249,0.0474813013272819,0.2958399748262117,-0.953081377791987,6.346533429088928,-3.7261366702326066
12.7428193359375,-7.523940498784108e-05,-0.0007547768501347162,0.0006770832671107911,-34.70733389747229,-0.043288693714289,0.0474827271735975,0.2959323812881269,-0.9530453682683498,6.364265952241185,-3.720269365313605
12.75284423828125,-0.00010557503918871043,-0.0007383054821531105,0.0007791340303138275,-34.71581255787608,-0.0433960967428391,0.0475134767250997,0.2959978933335251,-0.9530185533973288,6.3773645108760055,-3.7195119980854177
12.762870361328124,-0.00013747509851441686,-0.0007112266066436918,0.0008930243026618904,-34.71883083964958,-0.0434506912718045,0.0475486564213195,0.2960189651338587,-0.953007782447696,6.384654734142548,-3.721342365785126
12.772896240234376,-0.0001643403725701531,-0.0006698069844045754,0.0010289607779061622,-34.721652605590904,-0.0434496370585211,0.0475785623169869,0.2960402717929923,-0.952999770655723,6.385661488680645,-3.7245009479964977
12.78292138671875,-0.00018262070759179135,-0.0006128459941332101,0.0011932555762175618,-34.7237160638421,-0.0434093586617239,0.0476053108615173,0.2960565511543195,-0.9529952406267396,6.3822384031137736,-3.728691604891425
12.792947509765623,-0.00019490592613979131,-0.0005456045324923787,0.0013819288234251125,-34.72527269309123,-0.043347292702505,0.047627450619318,0.2960695442866123,-0.9529929163469152,6.376253500429979,-3.7331472234393592
12.802972412109376,-0.00020320814895552434,-0.0004744047830409352,0.0015851254231778308,-34.72597646034332,-0.0432809565961386,0.0476402648019185,0.2960762487793544,-0.9529931673932752,6.369451695567056,-3.736773004941827
12.812998291015624,-0.000207982948958539,-0.0004012452641057779,0.0017972937337726086,-34.72575748006937,-0.0432194873158538,0.0476318368317137,0.296076703461559,-0.9529962379574828,6.3624210237191665,-3.7379551705301237
12.8230234375,-0.0002102060301233927,-0.00032741873089281215,0.0020156296198257893,-34.72806122820877,-0.0431761525274845,0.0476006069595872,0.2960993721085274,-0.9529927777797298,6.356673092708471,-3.7358795171014223
